t,market_price,fair_value,reservation_price,bid,ask,fill,cash,inventory,unrealized_pnl,total_pnl
63,0.7148577563113275,0.7,0.7130353450588462,0.6918819967577272,0.7341886933599653,,4.4834304939533585,-6,-4.289146537867965,0.1942839560853935
64,0.7268393151229467,0.7,0.712940196554767,0.6917947772956546,0.7340856158138794,,4.4834304939533585,-6,-4.36103589073768,0.12239460321567819
65,0.7407218809626566,0.7,0.7128450480506878,0.6917075578335821,0.7339825382677936,sell,5.2174130322211525,-7,-5.185053166738596,0.032359865482556316
66,0.7555527316185222,0.7111111111111111,0.725985993915488,0.7048564327403888,0.7471155550905872,sell,5.96452858731174,-8,-6.044421852948178,-0.0798932656364375
67,0.7468005935926273,0.7214285714285714,0.7383015728186109,0.7171799406855183,0.7594232049517035,,5.96452858731174,-8,-5.974404748741018,-0.009876161429278163
68,0.7362135280597046,0.7214285714285714,0.7381747081465053,0.7170610050554194,0.7592884112375913,,5.96452858731174,-8,-5.889708224477637,0.0748203628341031
69,0.7525623692818625,0.7214285714285714,0.7380478434743998,0.7169420694253203,0.7591536175234792,,5.96452858731174,-8,-6.0204989542549,-0.05597036694315971
70,0.747108164320137,0.7214285714285714,0.7379209788022942,0.7168231337952214,0.759018823809367,,5.96452858731174,-8,-5.976865314561096,-0.012336727249356194
71,0.7202390296373717,0.7214285714285714,0.7377941141301886,0.7167041981651224,0.7588840300952547,,5.96452858731174,-8,-5.761912237098974,0.20261635021276625
72,0.6975613338754335,0.7214285714285714,0.737667249458083,0.7165852625350234,0.7587492363811427,buy,5.247943324776717,-7,-4.882929337128035,0.3650139876486822
73,0.6802942214616297,0.696551724137931,0.7106495608256613,0.6895755029446083,0.7317236187067143,buy,4.558367821832109,-6,-4.081765328769778,0.47660249306233027
74,0.6922227252696235,0.6733333333333333,0.6853220448473087,0.6642559160082623,0.7063881736863552,,4.558367821832109,-6,-4.153336351617741,0.40503147021436803
75,0.6964601037275536,0.6733333333333333,0.6852268963432295,0.6641686965461897,0.7062850961402694,,4.558367821832109,-6,-4.1787606223653215,0.3796071994667871
76,0.7114468056225313,0.6733333333333333,0.6851317478391504,0.6640814770841172,0.7061820185941836,sell,5.264549840426293,-7,-4.980127639357719,0.2844222010685735
77,0.7033294124146741,0.6838709677419355,0.6975247780772963,0.6764824363642696,0.718567119790323,,5.264549840426293,-7,-4.923305886902718,0.3412439535235743
78,0.7073337356154746,0.6838709677419355,0.6974137714892039,0.6763793588181839,0.7184481841602239,,5.264549840426293,-7,-4.9513361493083226,0.31321369111797015
79,0.7204788567140477,0.6838709677419355,0.6973027649011115,0.6762762812720982,0.7183292485301249,sell,5.982879088956418,-8,-5.763830853712381,0.2190482352440366
80,0.7142679830839405,0.69375,0.7089737606526672,0.6879552060656603,0.729992315239674,,5.982879088956418,-8,-5.714143864671524,0.26873522428489416
81,0.7236900886808917,0.69375,0.7088468959805616,0.6878362704355614,0.7298575215255618,,5.982879088956418,-8,-5.7895207094471335,0.19335837950928436
82,0.7102670654255141,0.69375,0.7087200313084561,0.6877173348054625,0.7297227278114496,,5.982879088956418,-8,-5.682136523404113,0.30074256555230505
83,0.7034926352229369,0.69375,0.7085931666363504,0.6875983991753634,0.7295879340973375,,5.982879088956418,-8,-5.627941081783495,0.35493800717292245
84,0.6966832455818235,0.69375,0.7084663019642449,0.6874794635452645,0.7294531403832253,,5.982879088956418,-8,-5.573465964654588,0.40941312430182997
85,0.6739322903909515,0.69375,0.7083394372921393,0.6873605279151654,0.7293183466691132,buy,5.295518561041252,-7,-4.717526032736661,0.5779925283045912
86,0.6859751254871156,0.6727272727272727,0.6853820237698023,0.664411043434835,0.7063530041047695,,5.295518561041252,-7,-4.801825878409809,0.49369268263144317
87,0.6782883224087053,0.6727272727272727,0.6852710171817099,0.6643079658887493,0.7062340684746705,,5.295518561041252,-7,-4.748018256860937,0.547500304180315
88,0.6806237886628238,0.6727272727272727,0.6851600105936175,0.6642048883426634,0.7061151328445716,,5.295518561041252,-7,-4.764366520639767,0.5311520404014853
89,0.6922075324078008,0.6727272727272727,0.6850490040055253,0.6641018107965778,0.7059961972144727,,5.295518561041252,-7,-4.845452726854605,0.45006583418664725
90,0.7025277793080096,0.6727272727272727,0.6849379974174329,0.6639987332504921,0.7058772615843737,,5.295518561041252,-7,-4.917694455156067,0.37782410588518545
91,0.7167090925220648,0.6727272727272727,0.6848269908293405,0.6638956557044062,0.7057583259542748,sell,6.001276886995527,-8,-5.733672740176519,0.267604146819008
92,0.7149039282057731,0.6823529411764706,0.696054325763871,0.6751309196809434,0.7169777318467987,,6.001276886995527,-8,-5.719231425646185,0.28204546134934194
93,0.7066927655546014,0.6823529411764706,0.6959274610917655,0.6750119840508445,0.7168429381326865,,6.001276886995527,-8,-5.653542124436811,0.3477347625587157
94,0.7057637630587433,0.6823529411764706,0.69580059641966,0.6748930484207455,0.7167081444185744,,6.001276886995527,-8,-5.646110104469947,0.35516678252558
95,0.6727288862266456,0.6823529411764706,0.6956737317475544,0.6747741127906466,0.7165733507044623,buy,5.32650277420488,-7,-4.70910220358652,0.6174005706183605
96,0.6461501924668516,0.6628571428571428,0.6744018280187487,0.6535101381038474,0.69529351793365,buy,4.672992636101033,-6,-3.8769011548011094,0.7960914812999236
97,0.623388690596421,0.6444444444444444,0.6542447403645989,0.6333609794917042,0.6751285012374936,buy,4.039631656609329,-5,-3.116943452982105,0.9226882036272235
98,0.6082743195145703,0.6270270270270271,0.6351146498737565,0.6142388180428685,0.6559904817046446,buy,3.4253928385664603,-4,-2.4330972780582814,0.9922955605081789
99,0.6218560880733106,0.6105263157894737,0.6169329817308045,0.596065078941923,0.637800884519686,,3.4253928385664603,-4,-2.4874243522932424,0.9379684862732178
100,0.6086537025624439,0.6105263157894737,0.6168695493947517,0.5960095756478768,0.6377295231416266,,3.4253928385664603,-4,-2.4346148102497756,0.9907780283166847
101,0.6066577663535339,0.6105263157894737,0.6168061170586989,0.5959540723538307,0.6376581617635672,,3.4253928385664603,-4,-2.4266310654141354,0.9987617731523248
102,0.6383094439915785,0.6105263157894737,0.6167426847226462,0.5958985690597844,0.6375868003855079,sell,4.062979638951968,-5,-3.1915472199578927,0.8714324189940754
103,0.6352686923707711,0.6205128205128205,0.6282039912592201,0.607367804638365,0.6490401778800752,,4.062979638951968,-5,-3.1763434618538557,0.8866361770981124
104,0.6542555691215742,0.6205128205128205,0.6281247008391541,0.6072964432603056,0.6489529584180025,sell,4.71193259736997,-6,-3.925533414729445,0.7863991826405252
105,0.638870437065298,0.63,0.6390391078875212,0.6182187793506793,0.6598594364243631,,4.71193259736997,-6,-3.833222622391788,0.8787099749781824
106,0.6388181640546805,0.63,0.638943959383442,0.6181315598886067,0.6597563588782772,,4.71193259736997,-6,-3.832908984328083,0.8790236130418876
107,0.6238768147537348,0.63,0.6388488108793627,0.618044340426534,0.6596532813321915,,4.71193259736997,-6,-3.743260888522409,0.9686717088475616
108,0.6219023124980368,0.63,0.6387536623752836,0.6179571209644615,0.6595502037861057,,4.71193259736997,-6,-3.7314138749882213,0.9805187223817491
109,0.6436133596222829,0.63,0.6386585138712044,0.617869901502389,0.6594471262400199,,4.71193259736997,-6,-3.861680157733698,0.8502524396362725
110,0.6128862831773219,0.63,0.6385633653671253,0.6177826820403164,0.6593440486939343,buy,4.094149915329654,-5,-3.0644314158866095,1.0297184994430442
111,0.6269304418893729,0.6146341463414634,0.6216909937273352,0.6009182394425329,0.6424637480121375,,4.094149915329654,-5,-3.1346522094468643,0.9594977058827894
112,0.6363386318415498,0.6146341463414634,0.6216117033072692,0.6008468780644736,0.6423765285500649,,4.094149915329654,-5,-3.1816931592077493,0.9124567561219044
113,0.6286387011355364,0.6146341463414634,0.6215324128872032,0.600775516686414,0.6422893090879923,,4.094149915329654,-5,-3.143193505677682,0.9509564096519716
114,0.6042856089909905,0.6146341463414634,0.6214531224671372,0.6007041553083547,0.6422020896259197,,4.094149915329654,-5,-3.0214280449549524,1.0727218703747012
115,0.6115139186957184,0.6146341463414634,0.6213738320470713,0.6006327939302953,0.6421148701638473,,4.094149915329654,-5,-3.0575695934785916,1.036580321851062
116,0.6063483685796563,0.6146341463414634,0.6212945416270053,0.6005614325522359,0.6420276507017746,,4.094149915329654,-5,-3.0317418428982816,1.062408072431372
117,0.6166844743777676,0.6146341463414634,0.6212152512069393,0.6004900711741766,0.641940431239702,,4.094149915329654,-5,-3.083422371888838,1.0107275434408156
118,0.6222872935693481,0.6146341463414634,0.6211359607868734,0.6004187097961172,0.6418532117776296,,4.094149915329654,-5,-3.1114364678467403,0.9827134474829133
119,0.659208506717299,0.6146341463414634,0.6210566703668073,0.6003473484180578,0.6417659923155569,sell,4.735915907645211,-6,-3.955251040303794,0.7806648673414167
120,0.6574609688319736,0.6238095238095238,0.6314214041358573,0.6107200112291145,0.6521227970426002,sell,5.388038704687811,-7,-4.602226781823815,0.7858119228639957
121,0.6401179705379376,0.6325581395348837,0.6413276599941805,0.6206341961294441,0.6620211238589169,,5.388038704687811,-7,-4.480825793765563,0.9072129109222482
122,0.647697584710167,0.6325581395348837,0.6412166534060881,0.6205311185833584,0.6619021882288179,,5.388038704687811,-7,-4.533883092971169,0.8541556117166422
123,0.655712639154094,0.6325581395348837,0.6411056468179958,0.6204280410372727,0.6617832525987188,,5.388038704687811,-7,-4.589988474078657,0.7980502306091539
124,0.686110758701198,0.6325581395348837,0.6409946402299034,0.6203249634911868,0.6616643169686199,sell,6.049703021656431,-8,-5.488886069609584,0.5608169520468476
125,0.7045074456844297,0.6409090909090909,0.6504239413170079,0.629762193620298,0.6710856890137178,sell,6.720788710670149,-9,-6.340567011159867,0.3802216995102823
126,0.7124194945831984,0.6488888888888888,0.6594503728416767,0.6387965541869733,0.6801041914963801,sell,7.400892902166529,-10,-7.124194945831984,0.2766979563345444
127,0.7420645776784297,0.6565217391304348,0.6680981404600671,0.6474522508473703,0.6887440300727639,sell,8.089636932239292,-11,-8.162710354462726,-0.07307342222343394
128,0.7171860877080511,0.6638297872340425,0.6763893897724929,0.6557514292018027,0.697027350343183,sell,8.786664282582475,-12,-8.606233052496613,0.18043123008586193
129,0.7045317526676537,0.6708333333333334,0.6843444209125755,0.6637143893838919,0.7049744524412591,,8.786664282582475,-12,-8.454381032011844,0.33228325057063124
130,0.6867736462061604,0.6708333333333334,0.6841541239044171,0.6635320214177401,0.704776226391094,,8.786664282582475,-12,-8.241283754473926,0.5453805281085486
131,0.680638767832737,0.6708333333333334,0.6839638268962588,0.6633496534515885,0.7045780003409291,,8.786664282582475,-12,-8.167665213992844,0.6189990685896305
132,0.655073106489974,0.6708333333333334,0.6837735298881005,0.6631672854854367,0.7043797742907643,buy,8.123496997097039,-11,-7.205804171389714,0.9176928257073254
133,0.6710224701017633,0.6571428571428573,0.668830265060582,0.6482319496999248,0.6894285804212391,,8.123496997097039,-11,-7.381247171119396,0.7422498259776429
134,0.6690268926546997,0.6571428571428573,0.6686558261364368,0.6480654398177863,0.6892462124550873,,8.123496997097039,-11,-7.359295819201697,0.7642011778953419
135,0.6421594221319116,0.6571428571428573,0.6684813872122917,0.6478989299356477,0.6890638444889357,buy,7.475598067161391,-10,-6.421594221319116,1.0540038458422751
136,0.6257398694011651,0.644,0.6541491737684448,0.6335746455338075,0.6747237020030822,buy,6.842023421627584,-9,-5.631658824610486,1.2103645970170973
137,0.6367231528801107,0.6313725490196079,0.6403640826550895,0.6197974834624587,0.6609306818477203,,6.842023421627584,-9,-5.730508375920996,1.1115150457065877
138,0.6576495265939928,0.6313725490196079,0.6402213598989707,0.6196626897483465,0.6607800300495948,,6.842023421627584,-9,-5.918845739345935,0.9231776822816489
139,0.7007016680981288,0.6313725490196079,0.640078637142852,0.6195278960342344,0.6606293782514695,sell,7.502652799879053,-10,-7.007016680981288,0.4956361188977647
140,0.759943834013369,0.6384615384615385,0.6479763888694555,0.6274335768028445,0.6685192009360665,sell,8.171172000815119,-11,-8.359382174147058,-0.1882101733319388
141,0.7662348309782204,0.6452830188679246,0.6555749153924881,0.6350400323678838,0.6761097984170925,sell,8.847281799232212,-12,-9.194817971738646,-0.34753617250643387
142,0.7441323270286722,0.6518518518518519,0.6628890783250356,0.6423621243424379,0.6834160323076334,sell,9.530697831539845,-13,-9.673720251372739,-0.143022419832894
143,0.7002847850626124,0.6581818181818182,0.6699326584355957,0.6494136334950045,0.6904516833761869,sell,10.221149514916032,-14,-9.803986990876574,0.4171625240394583
144,0.7066247750563585,0.6642857142857144,0.6767184521520592,0.6562073562534746,0.6972295480506437,sell,10.918379062966675,-15,-10.599371625845377,0.3190074371212983
145,0.691034714397334,0.6701754385964913,0.6832583579073771,0.6627551910507992,0.703761524763955,,10.918379062966675,-15,-10.36552071596001,0.5528583470066657
146,0.6841758334738736,0.6701754385964913,0.6830204866471792,0.6625252488326078,0.7035157244617506,,10.918379062966675,-15,-10.262637502108104,0.655741560858571
147,0.6737251058189837,0.6701754385964913,0.6827826153869813,0.6622953066144165,0.703269924159546,,10.918379062966675,-15,-10.105876587284756,0.812502475681919
148,0.6732230327997069,0.6701754385964913,0.6825447441267833,0.6620653643962251,0.7030241238573416,,10.918379062966675,-15,-10.098345491995603,0.8200335709710718
149,0.6968814857754744,0.6701754385964913,0.6823068728665854,0.6618354221780338,0.702778323555137,,10.918379062966675,-15,-10.453222286632116,0.46515677633455965
150,0.7011783828356075,0.6701754385964913,0.6820690016063875,0.6616054799598425,0.7025325232529325,,10.918379062966675,-15,-10.517675742534113,0.4007033204325623
151,0.6989467669530534,0.6701754385964913,0.6818311303461896,0.6613755377416511,0.702286722950728,,10.918379062966675,-15,-10.4842015042958,0.43417755867087493
152,0.6792863535488844,0.6701754385964913,0.6815932590859917,0.6611455955234599,0.7020409226485235,,10.918379062966675,-15,-10.189295303233267,0.7290837597334079
153,0.6478283769773531,0.6701754385964913,0.6813553878257937,0.6609156533052686,0.7017951223463189,buy,10.257463409661407,-14,-9.069597277682943,1.1878661319784634
154,0.6417107999470189,0.6586206896551725,0.6688332957596701,0.6484014902811515,0.6892651012381887,buy,9.609061919380256,-13,-8.342240399311246,1.2668215200690103
155,0.6445496089333015,0.6474576271186441,0.6567346062663632,0.6363107298298512,0.6771584827028752,,9.609061919380256,-13,-8.379144916132919,1.229917003247337
156,0.6836807267582341,0.6474576271186441,0.6565284511741916,0.6361125037796862,0.6769443985686969,sell,10.286006317948953,-14,-9.571530174615278,0.714476143333675
157,0.6881021808497801,0.6533333333333334,0.6628798999092768,0.6424718815567779,0.6832879182617756,sell,10.969294236210729,-15,-10.321532712746702,0.6477615234640268
158,0.7093518620277522,0.659016393442623,0.6690069863709358,0.6486068970604436,0.689407075681428,sell,11.658701311892157,-16,-11.349629792444036,0.3090715194481213
159,0.6998983569555816,0.6645161290322581,0.674919032144914,0.6545268718764283,0.6953111924133997,sell,12.354012504305556,-17,-11.898272068244886,0.4557404360606707
160,0.677204563779462,0.6698412698412699,0.6806247669702424,0.6602405357437634,0.7010089981967215,,12.354012504305556,-17,-11.512477584250854,0.841534920054702
161,0.6600420003458415,0.6698412698412699,0.6803551795420182,0.6599788773575458,0.7007314817264906,,12.354012504305556,-17,-11.220714005879305,1.1332984984262513
162,0.6485353790378343,0.6698412698412699,0.6800855921137938,0.659717218971328,0.7004539652562597,buy,11.694295285334228,-16,-10.376566064605349,1.3177292207288787
163,0.6946780047346459,0.659375,0.6687629857358114,0.6484025416353522,0.6891234298362706,sell,12.383418715170498,-17,-11.80952608048898,0.573892634681517
164,0.6795163709134259,0.6646153846153846,0.6743205320314599,0.6539680169730073,0.6946730470899125,,12.383418715170498,-17,-11.55177830552824,0.831640409642258
165,0.6983103364424815,0.6646153846153846,0.6740509446032356,0.6537063585867895,0.6943955306196816,sell,13.07781424579018,-18,-12.569586055964667,0.5082281898255125
166,0.6813362760586169,0.6696969696969698,0.6794021171130451,0.6590654601386057,0.6997387740874845,,13.07781424579018,-18,-12.264052969055104,0.8137612767350753
167,0.7019009225131709,0.6696969696969698,0.6791166716008076,0.6587879436683748,0.6994453995332404,sell,13.77725964532342,-19,-13.336117527750247,0.44114211757317356
168,0.7105048957096296,0.6746268656716419,0.6842685807516644,0.6639477818612382,0.7045893796420907,sell,14.481849024965511,-20,-14.210097914192591,0.2717511107729198
169,0.7078468929709864,0.6794117647058824,0.6892437767940632,0.6689309069456436,0.7095566466424829,,14.481849024965511,-20,-14.156937859419727,0.3249111655457835
170,0.7076392977997283,0.6794117647058824,0.6889266151137993,0.6686216743073862,0.7092315559202124,,14.481849024965511,-20,-14.152785955994567,0.3290630689709442
171,0.6951615790011542,0.6794117647058824,0.6886094534335354,0.668312441669129,0.7089064651979419,,14.481849024965511,-20,-13.903231580023084,0.5786174449424273
172,0.7053249440807381,0.6794117647058824,0.6882922917532716,0.6680032090308717,0.7085813744756714,,14.481849024965511,-20,-14.106498881614762,0.3753501433507491
173,0.6969590272698856,0.6794117647058824,0.6879751300730076,0.6676939763926143,0.7082562837534009,,14.481849024965511,-20,-13.939180545397711,0.5426684795677996
174,0.6735989606310463,0.6794117647058824,0.6876579683927437,0.6673847437543571,0.7079311930311304,,14.481849024965511,-20,-13.471979212620926,1.0098698123445846
175,0.6503602611131016,0.6794117647058824,0.6873408067124798,0.6670755111160998,0.7076061023088598,buy,13.814773513849412,-19,-12.356844961148932,1.45792855270048
176,0.657294006411889,0.6695652173913044,0.6767965037013213,0.6565391371469478,0.6970538702556948,,13.814773513849412,-19,-12.48858612182589,1.326187392023522
177,0.6920111312195032,0.6695652173913044,0.6764952001050706,0.6562457625927037,0.6967446376174374,,13.814773513849412,-19,-13.14821149317056,0.6665620206788514
178,0.6966104069299968,0.6695652173913044,0.6761938965088198,0.6559523880384595,0.6964354049791801,sell,14.511208918828592,-20,-13.932208138599936,0.5790007802286556
179,0.6954071200612992,0.6742857142857144,0.6809461095712562,0.6607125301429025,0.7011796889996099,,14.511208918828592,-20,-13.908142401225984,0.603066517602608
180,0.7023532868502851,0.6742857142857144,0.6806289478909924,0.6604032975046453,0.7008545982773394,sell,15.212063517105932,-21,-14.749419023855987,0.46264449324994494
181,0.7293556573419073,0.6788732394366198,0.6852006149578845,0.664982893613544,0.7054183363022251,sell,15.917481853408157,-22,-16.04582446152196,-0.12834260811380283
