t,market_price,fair_value,reservation_price,bid,ask,fill,cash,inventory,unrealized_pnl,total_pnl
30,0.0644889652275921,0.06542105263157895,0.051510646551469495,0.030449976570960838,0.07257131653197815,,-0.44771373444310614,7,0.4514227565931447,0.0037090221500385434
31,0.1053124689836217,0.06542105263157895,0.051592472469587786,0.03053764719751615,0.07264729774165943,sell,-0.3750664367014467,6,0.6318748139017303,0.2568083772002836
32,0.09313354520674831,0.11215000000000001,0.10036706779096612,0.0793180872273315,0.12141604835460074,,-0.3750664367014467,6,0.5588012712404898,0.18373483453904316
33,0.07944701336498015,0.11215000000000001,0.10043720429221037,0.07939406843701277,0.12148034014740797,,-0.3750664367014467,6,0.4766820801898809,0.10161564348843422
34,0.06041420813177359,0.11215000000000001,0.10050734079345462,0.07947004964669405,0.1215446319402152,buy,-0.4545364863481407,7,0.42289945692241515,-0.03163702942572555
35,0.07092808617669483,0.10680952380952383,0.09330824732000582,0.07227680088168227,0.11433969375832938,buy,-0.526813287229823,8,0.5674246894135586,0.0406114021837356
36,0.09117612772227791,0.10195454545454546,0.08661803051580294,0.06559242878591641,0.10764363224568947,,-0.526813287229823,8,0.7294090217782233,0.2025957345484003
37,0.08555337218306652,0.10195454545454546,0.08671154585079527,0.06569178882934576,0.10773130287224478,,-0.526813287229823,8,0.6844269774645322,0.15761369023470917
38,0.06568757403466263,0.10195454545454546,0.08680506118578761,0.06579114887277512,0.1078189734988001,buy,-0.5926044361025982,9,0.5911881663119637,-0.0014162697906344723
39,0.04712857101910471,0.0975217391304348,0.08058377407994857,0.0595757064753731,0.10159184168452404,buy,-0.6521801425779713,10,0.47128571019104715,-0.18089443238692415
40,0.058998998224643495,0.09345833333333334,0.07475526633486684,0.053753043438728394,0.0957574892310053,,-0.6521801425779713,10,0.589989982246435,-0.06219016033153635
41,0.07212913173748017,0.09345833333333334,0.07487216050360726,0.053875782315905826,0.0958685386913087,,-0.6521801425779713,10,0.7212913173748017,0.06911117479683038
42,0.08060076051671006,0.09345833333333334,0.07498905467234768,0.053998521193083265,0.09597958815161209,,-0.6521801425779713,10,0.8060076051671006,0.15382746258912927
43,0.06447552834510067,0.09345833333333334,0.0751059488410881,0.054121260070260704,0.09609063761191548,,-0.6521801425779713,10,0.6447552834510067,-0.007424859126964556
44,0.06710997838918004,0.09345833333333334,0.07522284300982851,0.05424399894743814,0.09620168707221888,,-0.6521801425779713,10,0.6710997838918004,0.01891964131382906
45,0.0673031956525356,0.09345833333333334,0.07533973717856893,0.05436673782461558,0.09631273653252227,,-0.6521801425779713,10,0.6730319565253561,0.02085181394738478
46,0.06952680780448908,0.09345833333333334,0.07545663134730934,0.05448947670179302,0.09642378599282567,,-0.6521801425779713,10,0.6952680780448908,0.04308793546691947
47,0.08469404297322843,0.09345833333333334,0.07557352551604976,0.05461221557897046,0.09653483545312906,,-0.6521801425779713,10,0.8469404297322842,0.19476028715431293
48,0.08614625180006065,0.09345833333333334,0.07569041968479018,0.05473495445614789,0.09664588491343246,,-0.6521801425779713,10,0.8614625180006065,0.20928237542263517
49,0.09663221047149552,0.09345833333333334,0.0758073138535306,0.05485769333332533,0.09675693437373586,,-0.6521801425779713,10,0.9663221047149552,0.31414196213698387
50,0.09436718133769857,0.09345833333333334,0.075924208022271,0.05498043221050276,0.09686798383403925,,-0.6521801425779713,10,0.9436718133769857,0.2914916707990144
51,0.09664621024461333,0.09345833333333334,0.07604110219101141,0.05510317108768019,0.09697903329434264,,-0.6521801425779713,10,0.9664621024461333,0.314281959868162
52,0.10565466424915347,0.09345833333333334,0.07615799635975183,0.05522590996485763,0.09709008275464603,sell,-0.5550900598233253,9,0.9508919782423813,0.395801918419056
53,0.07244381463958247,0.12972,0.11425490147564302,0.09332865978918584,0.1351811431621002,buy,-0.6484187196125111,10,0.7244381463958247,0.07601942678331364
54,0.06364319958045732,0.12473076923076924,0.10766422059466857,0.08674382361664841,0.12858461757268874,buy,-0.7351625432291595,11,0.7000751953850305,-0.035087347844129035
55,0.052268586515578544,0.12011111111111113,0.10146649119701484,0.0805519389274317,0.12238104346659798,buy,-0.8157144821565913,12,0.6272230381869426,-0.18849144396964868
56,0.03809260022493278,0.11582142857142858,0.09562211621308477,0.07471340865193865,0.11653082377423088,buy,-0.8904278908085299,13,0.49520380292412614,-0.3952240878844038
57,0.031900125189152466,0.11182758620689656,0.0900969602380533,0.06919409738534421,0.1109998230907624,buy,-0.9596219881938741,14,0.4466017526481345,-0.5130202355457396
58,0.06141894515438276,0.10810000000000002,0.0848614392544054,0.06396442111013331,0.10575845739867748,buy,-1.0235864093040075,15,0.9212841773157414,-0.10230223198826605
59,0.042246375582798756,0.10461290322580646,0.07988978653720857,0.05899861310137352,0.10078095997304362,buy,-1.082585022405381,16,0.6759420093247801,-0.4066430130806009
60,0.060714623895488436,0.10134375000000001,0.07515945620214692,0.05427412747474889,0.09604478492954496,,-1.082585022405381,16,0.971433982327815,-0.11115104007756604
61,0.02523649726839792,0.10134375000000001,0.0753464868721316,0.054467002853170576,0.09622597089109261,buy,-1.1370520252585516,17,0.42902045356276464,-0.708031571695787
62,0.018491971805262526,0.09827272727272728,0.07084935528622578,0.04997571597570179,0.09172299459674978,buy,-1.1870277412342534,18,0.33285549249472546,-0.8541722487395279
63,0.02203743451709951,0.09538235294117647,0.06655625092978999,0.04568845632770302,0.08742404553187696,buy,-1.2327161975619565,19,0.4187112558248907,-0.8140049417370658
64,0.0338750094184301,0.09265714285714285,0.062451689654619474,0.041589739760969524,0.08331363954826942,buy,-1.274305937322926,20,0.677500188368602,-0.5968057489543239
65,0.047620790543365696,0.09008333333333333,0.05852190777342113,0.0376658025882082,0.07937801295863406,,-1.274305937322926,20,0.952415810867314,-0.321890126455612
66,0.06232169572019591,0.09008333333333333,0.058755696110901964,0.03790543563412606,0.07960595658767787,,-1.274305937322926,20,1.2464339144039183,-0.0278720229190077
67,0.05344610948921737,0.09008333333333333,0.0589894844483828,0.038145068680043914,0.07983390021672168,,-1.274305937322926,20,1.0689221897843473,-0.2053837475385787
68,0.04274176816146515,0.09008333333333333,0.05922327278586363,0.03838470172596176,0.0800618438457655,,-1.274305937322926,20,0.8548353632293031,-0.41947057409362287
69,0.05897919737853497,0.09008333333333333,0.05945706112334446,0.03862433477187961,0.0802897874748093,,-1.274305937322926,20,1.1795839475706995,-0.09472198975222645
70,0.053419151011975925,0.09008333333333333,0.05969084946082529,0.03886396781779747,0.08051773110385312,,-1.274305937322926,20,1.0683830202395186,-0.20592291708340738
71,0.02644946699461869,0.09008333333333333,0.05992463779830612,0.03910360086371531,0.08074567473289693,buy,-1.3134095381866413,21,0.5554388068869925,-0.7579707312996488
72,0.01,0.08764864864864864,0.05622749609122494,0.03541230386507115,0.07704268831737873,buy,-1.3488218420517124,22,0.22,-1.1288218420517124
73,0.01,0.08534210526315789,0.052681874517085774,0.03187252699936901,0.07349122203480254,buy,-1.3806943690510813,23,0.23,-1.1506943690510814
74,0.020658214881075283,0.08315384615384615,0.04927791605287372,0.028474413243593975,0.07008141886215347,buy,-1.4091687822946752,24,0.4957971571458068,-0.9133716251488684
75,0.023688818858432825,0.081075,0.04600674937787533,0.025209091277032605,0.06680440747871805,buy,-1.4343778735717079,25,0.5922204714608206,-0.8421574021108873
76,0.03752908499686655,0.07909756097560976,0.042860368666080936,0.022068555273675235,0.06365218205848663,,-1.4343778735717079,25,0.9382271249216638,-0.49615074865004405
77,0.028322577820292537,0.07909756097560976,0.04315260408793197,0.02236663540396329,0.06393857277190065,,-1.4343778735717079,25,0.7080644455073134,-0.7263134280643945
78,0.031292242750812195,0.07909756097560976,0.04344483950978301,0.022664715534251353,0.06422496348531467,,-1.4343778735717079,25,0.7823060687703048,-0.652071804801403
79,0.04345443849261832,0.07909756097560976,0.043737074931634055,0.022962795664539418,0.0645113541987287,,-1.4343778735717079,25,1.086360962315458,-0.3480169112562499
80,0.03630978577358263,0.07909756097560976,0.04402931035348509,0.02326087579482747,0.06479774491214271,,-1.4343778735717079,25,0.9077446443395658,-0.5266332292321421
81,0.04484480123605173,0.07909756097560976,0.04432154577533613,0.023558955925115536,0.06508413562555673,,-1.4343778735717079,25,1.1211200309012932,-0.3132578426704147
82,0.03057904235291612,0.07909756097560976,0.04461378119718717,0.02385703605540359,0.06537052633897075,,-1.4343778735717079,25,0.764476058822903,-0.6699018147488048
83,0.023004013303968878,0.07909756097560976,0.04490601661903821,0.024155116185691654,0.06565691705238477,buy,-1.4585329897573995,26,0.5981043459031908,-0.8604286438542087
84,0.015434054758803852,0.07721428571428571,0.04195900442217638,0.021213948697266845,0.0627040601470859,buy,-1.4797469384546664,27,0.416719478487704,-1.0630274599669625
85,0.01,0.07541860465116279,0.03912296525726376,0.018383754240791247,0.05986217627373627,buy,-1.4981306926954576,28,0.28,-1.2181306926954576
86,0.020454449615711634,0.07370454545454545,0.03639192679260481,0.01565856048456932,0.05712529310064031,,-1.4981306926954576,28,0.5727245892399258,-0.9254061034555319
87,0.011258680330871575,0.07370454545454545,0.03671923046507798,0.015991708865479508,0.057446752064676455,buy,-1.5141224015609371,29,0.3265017295952757,-1.1876206719656615
88,0.012160628688881745,0.07206666666666667,0.0340994406597797,0.013377763768618246,0.05482111755094115,buy,-1.5275001653295555,30,0.36481886066645236,-1.162681304663103
89,0.022382530432555836,0.0705,0.03157424180944162,0.010858409626717188,0.05229007399216605,,-1.5275001653295555,30,0.6714759129766751,-0.8560242523528804
90,0.031409027431526924,0.0705,0.031924924315662864,0.011214936841375454,0.05263491178995028,,-1.5275001653295555,30,0.9422708229458078,-0.5852293423837477
91,0.044361278239406304,0.0705,0.032275606821884115,0.011571464056033726,0.052979749587734506,,-1.5275001653295555,30,1.3308383471821892,-0.19666181814736627
92,0.04138850463724752,0.0705,0.03262628932810536,0.011927991270691989,0.05332458738551873,,-1.5275001653295555,30,1.2416551391174255,-0.2858450262121299
93,0.03206811316450207,0.0705,0.03297697183432661,0.012284518485350261,0.053669425183302956,,-1.5275001653295555,30,0.962043394935062,-0.5654567703944935
94,0.030085343288148984,0.0705,0.03332765434054785,0.012641045700008523,0.05401426298108718,,-1.5275001653295555,30,0.9025602986444695,-0.6249398666850859
95,0.01,0.0705,0.0336783368467691,0.012997572914666796,0.054359100778871405,buy,-1.5404977382442222,31,0.31,-1.2304977382442222
96,0.01,0.06899999999999999,0.031313319998090026,0.010638400774424742,0.051988239221755314,buy,-1.5511361390186469,32,0.32,-1.2311361390186468
97,0.01,0.0675625,0.029034181983159046,0.008365107467930781,0.04970325649838731,,-1.5511361390186469,32,0.32,-1.2311361390186468
98,0.01,0.0675625,0.029408243323128372,0.008745013516337129,0.050071473129919615,,-1.5511361390186469,32,0.32,-1.2311361390186468
99,0.018710484534468733,0.0675625,0.029782304663097704,0.00912491956474348,0.050439689761451925,,-1.5511361390186469,32,0.5987355051029994,-0.9524006339156474
100,0.01,0.0675625,0.030156366003067037,0.009504825613149834,0.05080790639298424,,-1.5511361390186469,32,0.32,-1.2311361390186468
101,0.01,0.0675625,0.030530427343036362,0.009884731661556179,0.051176123024516545,,-1.5511361390186469,32,0.32,-1.2311361390186468
102,0.03669956595572131,0.0675625,0.030904488683005694,0.010264637709962533,0.051544339656048856,,-1.5511361390186469,32,1.174386110583082,-0.37675002843556493
103,0.02895430823670673,0.0675625,0.03127855002297503,0.010644543758368888,0.051912556287581166,,-1.5511361390186469,32,0.9265378635746153,-0.6245982754440316
104,0.04347190419421312,0.0675625,0.03165261136294435,0.011024449806775232,0.05228077291911347,,-1.5511361390186469,32,1.39110093421482,-0.16003520480382694
105,0.023840955384304925,0.0675625,0.032026672702913685,0.011404355855181587,0.052648989550645786,,-1.5511361390186469,32,0.7629105722977576,-0.7882255667208893
106,0.01975515645773708,0.0675625,0.03240073404288302,0.011784261903587938,0.053017206182178096,,-1.5511361390186469,32,0.6321650066475866,-0.9189711323710603
107,0.01,0.0675625,0.03277479538285234,0.012164167951994286,0.0533854228137104,buy,-1.5633003069706413,33,0.33,-1.2333003069706412
108,0.01,0.06618367346938775,0.0306946038397976,0.010089821117376566,0.051299386562218635,buy,-1.5733901280880178,34,0.34,-1.2333901280880177
109,0.027521162749147912,0.06486,0.028692944191715447,0.008094006177731431,0.04929188220569947,,-1.5733901280880178,34,0.935719533471029,-0.6376705946169888
110,0.01,0.06486,0.029090384365432854,0.00849729105988586,0.049683477670979845,,-1.5733901280880178,34,0.34,-1.2333901280880177
111,0.01940347287091715,0.06486,0.02948782453915027,0.008900575942040294,0.050075073136260244,,-1.5733901280880178,34,0.6597180776111831,-0.9136720504768348
112,0.02440301127401685,0.06486,0.029885264712867683,0.00930386082419473,0.050466668601540636,,-1.5733901280880178,34,0.8297023833165729,-0.743687744771445
113,0.01251486159638012,0.06486,0.030282704886585098,0.009707145706349164,0.050858264066821035,,-1.5733901280880178,34,0.4255052942769241,-1.1478848338110939
114,0.01,0.06486,0.030680145060302512,0.0101104305885036,0.05124985953210143,buy,-1.5835005586765214,35,0.35000000000000003,-1.2335005586765213
115,0.01215759015427739,0.06358823529411764,0.028812220093844036,0.008248350330482147,0.04937608985720593,,-1.5835005586765214,35,0.42551565539970865,-1.1579849032768128
116,0.01,0.06358823529411764,0.029221349684435488,0.008663324629510617,0.04977937473936036,,-1.5835005586765214,35,0.35000000000000003,-1.2335005586765213
117,0.01536852422709408,0.06358823529411764,0.02963047927502694,0.009078298928539091,0.05018265962151479,,-1.5835005586765214,35,0.5378983479482928,-1.0456022107282286
118,0.016252140926208233,0.06358823529411764,0.0300396088656184,0.009493273227567569,0.050585944503669225,,-1.5835005586765214,35,0.5688249324172882,-1.0146756262592334
119,0.04869011170631613,0.06358823529411764,0.03044873845620985,0.009908247526596043,0.05098922938582366,,-1.5835005586765214,35,1.7041539097210645,0.12065335104454311
120,0.04268349357153984,0.06358823529411764,0.03085786804680131,0.010323221825624524,0.0513925142679781,,-1.5835005586765214,35,1.4939222750038943,-0.0895782836726271
121,0.02129436904052555,0.06358823529411764,0.03126699763739276,0.010738196124652995,0.05179579915013253,,-1.5835005586765214,35,0.7453029164183942,-0.8381976422581272
122,0.025030163287625595,0.06358823529411764,0.03167612722798422,0.011153170423681476,0.052199084032286965,,-1.5835005586765214,35,0.8760557150668958,-0.7074448436096256
123,0.02939358880267962,0.06358823529411764,0.03208525681857567,0.011568144722709946,0.052602368914441394,,-1.5835005586765214,35,1.0287756080937867,-0.5547249505827347
124,0.056322660867354365,0.06358823529411764,0.03249438640916713,0.011983119021738427,0.05300565379659583,sell,-1.5304949048799257,34,1.9149704694900485,0.3844755646101228
125,0.07142375274227822,0.08159615384615385,0.05178814081734791,0.03128271813835622,0.07229356349633959,,-1.5304949048799257,34,2.4284075932374596,0.8979126883575339
126,0.07620498628815449,0.08159615384615385,0.052185580991065315,0.03168600302051065,0.07268515896161998,sell,-1.4578097459183057,33,2.514764547509098,1.0569548015907924
127,0.10287579479813799,0.0989245283018868,0.07076472305232072,0.05027098979020308,0.09125845631443835,sell,-1.3665512896038674,32,3.2920254335404158,1.9254741439365484
128,0.07517174397177408,0.11561111111111112,0.0886786946333194,0.06819080607963877,0.10916658318700002,,-1.3665512896038674,32,2.4054958070967705,1.038944517492903
129,0.059833126118190416,0.11561111111111112,0.08905275597328874,0.06857071212804514,0.10953479981853234,buy,-1.4351220017319126,33,1.9744931619002837,0.539371160168371
130,0.0395249509841704,0.11350909090909092,0.08650653793005494,0.06603033879324836,0.10698273706686152,buy,-1.501152340525161,34,1.3438483334617937,-0.15730400706336733
131,0.03096750737184652,0.11148214285714286,0.0840587708706414,0.06358841644227184,0.10452912529901096,buy,-1.5647407569674328,35,1.0838627580146283,-0.4808779989528045
132,0.01,0.1095263157894737,0.08170550362925483,0.06124099390932229,0.10217001334918736,buy,-1.6259817508767551,36,0.36,-1.265981750876755
133,0.023418018936288088,0.10763793103448277,0.07944305753429456,0.05898439252279905,0.09990172254579008,buy,-1.6849661433995542,37,0.8664667006426592,-0.818499442756895
134,0.019017664047498217,0.1058135593220339,0.07726800331562445,0.056815183012565953,0.09772082361868294,buy,-1.7417813264121202,38,0.7226712338049323,-1.019110092607188
135,0.01,0.10405,0.07517714032111739,0.05473016472649591,0.09562411591573886,buy,-1.7965114911386162,39,0.39,-1.406511491138616
136,0.01,0.10234426229508198,0.07316747777747429,0.052726346891289834,0.09360860866365875,buy,-1.849237838029906,40,0.4,-1.449237838029906
137,0.016985276949003904,0.10069354838709678,0.07123621786451209,0.05080093168676465,0.09167150404225953,buy,-1.9000387697166705,41,0.6963963549091601,-1.2036424148075104
138,0.03411354445944133,0.0990952380952381,0.0693807404014245,0.048951298932114085,0.08981018187073492,buy,-1.9489900686487847,42,1.4327688672965357,-0.5162212013522489
139,0.07355748507030499,0.097546875,0.06759858896870558,0.04717499220783218,0.08802218572957897,,-1.9489900686487847,42,3.0894143729528096,1.140424304304025
140,0.12937186013693633,0.097546875,0.06808954447741533,0.04767179242497896,0.0885072965298517,sell,-1.860482772118933,41,5.304246265614389,3.443763493495456
141,0.13240645579560945,0.11143076923076924,0.08315406981246275,0.0627421624684634,0.1035659771564621,sell,-1.7569167949624709,40,5.296258231824378,3.5393414368619074
142,0.10721037060519169,0.1248939393939394,0.09777449224616304,0.07736842961060071,0.11818055488172537,,-1.7569167949624709,40,4.288414824207668,2.531498029245197
143,0.06042392646030592,0.1248939393939394,0.09824206892112469,0.07784185099399939,0.11864228684825,buy,-1.8347586459564702,41,2.4773809848725428,0.6426223389160726
144,0.06397195938416735,0.12302985074626867,0.0961909496034693,0.07579657638478102,0.11658532282215758,buy,-1.9105552223412512,42,2.6868222941350286,0.7762670717937774
145,0.045729539508752456,0.12122058823529412,0.09421803525625817,0.07382950674600691,0.11460656376650943,buy,-1.984384729087258,43,1.9663701988763556,-0.01801453021090249
146,0.03635091732972113,0.11946376811594203,0.09232094213441758,0.07193825833260334,0.11270362593623182,buy,-2.056322987419861,44,1.5994403625077296,-0.4568826249121316
147,0.02350643548203891,0.11775714285714287,0.090497422706878,0.07012058361350076,0.11087426180025522,buy,-2.126443571033362,45,1.057789596691751,-1.068653974341611
148,0.02073029597960926,0.11609859154929578,0.08874535606403858,0.06837436167909837,0.10911635044897879,buy,-2.19481793271246,46,0.953593615062026,-1.2412243176504343
149,0.04222838579638167,0.11448611111111112,0.08706273912460968,0.0666975894481065,0.10742788880111287,buy,-2.2615155221605665,47,1.9847341324299383,-0.27678138973062816
150,0.04447293785546948,0.11291780821917809,0.08544767856518048,0.06508837359711432,0.10580698353324665,buy,-2.326603895757681,48,2.134701017062535,-0.19190287869514577
151,0.04029159422192224,0.1113918918918919,0.08389838340414621,0.06354492314451707,0.10425184366377535,buy,-2.390148818902198,49,1.9742881168741897,-0.4158607020280083
152,0.018778939454309893,0.10990666666666667,0.08241315817892098,0.062065542627728856,0.1027607737301131,buy,-2.452214361529927,50,0.9389469727154947,-1.5132673888144323
153,0.01,0.10846052631578948,0.08099039666179188,0.06064862581903678,0.10133216750454697,buy,-2.5128629873489636,51,0.51,-2.002862987348964
154,0.01,0.10705194805194805,0.07962857606544663,0.059292649931128545,0.09996450219976472,buy,-2.572155637280092,52,0.52,-2.052155637280092
155,0.01,0.10567948717948718,0.07832625169422999,0.05799617026834893,0.09865633312011104,buy,-2.630151807548441,53,0.53,-2.100151807548441
156,0.04607359827159766,0.10434177215189874,0.0770820520016339,0.05675781528418986,0.09740628871907794,buy,-2.686909622832631,54,2.4879743066662736,-0.19893531616635718
157,0.047590408787475495,0.1030375,0.07589467401847558,0.055576282009468556,0.0962130660274826,buy,-2.7424859048420993,55,2.6174724833111522,-0.12501342153094708
158,0.06608067856856287,0.10176543209876543,0.07476287911972951,0.05445033181915951,0.09507542642029951,,-2.7424859048420993,55,3.6344373212709575,0.8919514164288582
159,0.054005732669351686,0.10176543209876543,0.07540579704780179,0.05509909445566881,0.09571249963993476,buy,-2.797584999297768,56,3.024321029483694,0.22673603018592603
160,0.028821570707543608,0.10052439024390245,0.07434009644604943,0.05403923856235347,0.09464095432974538,buy,-2.8516242378601215,57,1.6428295303299856,-1.208794707530136
161,0.01,0.0993132530120482,0.0733276793010539,0.053032666125794964,0.09362269247631283,buy,-2.9046569039859165,58,0.58,-2.3246569039859164
162,0.01,0.09813095238095239,0.07236747759056487,0.052078309123742964,0.09265664605738679,buy,-2.9567352131096594,59,0.59,-2.3667352131096595
163,0.05328439464870329,0.0969764705882353,0.07145847355220267,0.05117514979381778,0.09174179731058756,,-2.9567352131096594,59,3.1437792842734944,0.18704407116383504
164,0.03540744133178041,0.0969764705882353,0.07214814914777111,0.051870670097823236,0.09242562819771899,buy,-3.0086058832074825,60,2.1244464799068243,-0.8841594033006581
165,0.05162185333991828,0.09584883720930233,0.07130106177381515,0.0510294274323043,0.09157269611532601,,-3.0086058832074825,60,3.097311200395097,0.08870531718761443
166,0.03219721711118184,0.09584883720930233,0.07200242678625764,0.0517366371531838,0.09226821641933147,buy,-3.0603425203606665,61,1.9640302437820925,-1.096312276578574
167,0.05043381651310763,0.09474712643678161,0.07121633026933605,0.050956385344699234,0.09147627519397286,buy,-3.1112989057053655,62,3.126896623812673,0.015597718107307479
168,0.05682614500956951,0.09367045454545454,0.07047865146735618,0.050224551251156394,0.09073275168355598,,-3.1112989057053655,62,3.52322099059331,0.41192208488794435
169,0.05206707980592923,0.09367045454545454,0.07120339531354676,0.05095513980578399,0.09145165082130953,,-3.1112989057053655,62,3.228158947967612,0.11686004226224656
170,0.049863475292924085,0.09367045454545454,0.07192813915973734,0.05168572836041159,0.09217054995906308,buy,-3.162984634065777,63,3.1413989434542176,-0.02158569061155946
171,0.03548954761969007,0.0926179775280899,0.07126141289921606,0.051024846808327334,0.09149797899010478,buy,-3.2140094808741044,64,2.2713310476601647,-0.9426784332139397
172,0.04385151426834718,0.09158888888888889,0.07064145385060651,0.050410732468154806,0.09087217523305821,buy,-3.2644202133422593,65,2.8503484274425666,-0.41407178589969273
173,0.03377426894811422,0.09058241758241758,0.07006749096847474,0.049842614294460054,0.09029236764248944,buy,-3.3142628276367194,66,2.2291017505755386,-1.0851610770611808
174,0.01,0.08959782608695653,0.06953878673110131,0.049319754765523645,0.08975781869667898,buy,-3.363582582402243,67,0.67,-2.693582582402243
175,0.01,0.08863440860215054,0.06905463533813103,0.048841448080990384,0.08926782259527166,buy,-3.4124240304832334,68,0.68,-2.7324240304832332
176,0.01416675835444239,0.08769148936170214,0.06861436102326642,0.04840701847456279,0.08882170357197004,buy,-3.4608310489577963,69,0.9775063264565249,-2.4833247225012713
177,0.046255245564928965,0.08676842105263158,0.06821731647352773,0.048015818633261126,0.08841881431379434,buy,-3.5088468675910574,70,3.2378671895450277,-0.2709796780460296
178,0.04835731555815128,0.08586458333333334,0.06786288134730944,0.04766722821547986,0.08805853447913903,,-3.5088468675910574,70,3.3850120890705897,-0.12383477852046765
179,0.044781683258046066,0.08586458333333334,0.06868114052849236,0.0484913321050998,0.08887094895188492,buy,-3.557338199696157,71,3.1794995113212705,-0.37783868837488654
180,0.04947412188719462,0.08497938144329897,0.06838040948216008,0.04819644576720454,0.08856437319711562,,-3.557338199696157,71,3.512662653990818,-0.04467554570533894
181,0.07433545062697139,0.08497938144329897,0.06921035808021703,0.04903223907369851,0.08938847708673554,,-3.557338199696157,71,5.277816994514969,1.7204787948188116
182,0.07622132812289995,0.08497938144329897,0.07004030667827398,0.04986803238019248,0.09021258097635547,,-3.557338199696157,71,5.411714296725896,1.8543760970297392
183,0.0654067171000802,0.08497938144329897,0.07087025527633092,0.050703825686686445,0.09103668486597541,,-3.557338199696157,71,4.643876914105694,1.0865387144095369
